id,name,location,city_slug,address,phone,website,rating,pincode,image_url,property_type,active,google_cid,google_review_count,google_summary,gmb_link,hotelzz_link
hotel-whispering-delhi-in04196,Hotel Whispering Delhi,Delhi,delhi,"207, Defence Colony, Karol Bagh, Delhi, Delhi 110017",,,4.8,110017,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-whispering-delhi-in04196
wooden-inn-delhi-in04197,Wooden Inn Delhi,Delhi,delhi,"598, Saket, Paharganj, Delhi, Delhi 110034",,,4.3,110034,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=wooden-inn-delhi-in04197
vintage-service-apartments-delhi-in04198,Vintage Service Apartments Delhi,Delhi,delhi,"137, Aerocity, near Saket, Delhi, Delhi 110049",,,4.1,110049,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=vintage-service-apartments-delhi-in04198
comfort-stays-delhi-99-in04199,Comfort Stays Delhi 99,Delhi,delhi,"163, Hauz Khas, near IGI Airport, Delhi, Delhi 110017",,,4.2,110017,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=comfort-stays-delhi-99-in04199
hotel-delhi-plaza-100-in04200,Hotel Delhi Plaza 100,Delhi,delhi,"266, Paharganj, near IGI Airport, Delhi, Delhi 110024",,,4.0,110024,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-delhi-plaza-100-in04200
ocean-heritage-inn-agra-in04201,Ocean Heritage Inn Agra,Agra,agra,"153, Taj Ganj, Fatehabad Road, Agra, Uttar Pradesh 282003",,,4.0,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=ocean-heritage-inn-agra-in04201
misty-niwas-boutique-agra-in04202,Misty Niwas Boutique Agra,Agra,agra,"194, MG Rd, Fatehabad Road, Agra, Uttar Pradesh 282010",,,4.1,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=misty-niwas-boutique-agra-in04202
heritage-house-agra-in04203,Heritage House Agra,Agra,agra,"112, Tajganj, Fatehabad Road, Agra, Uttar Pradesh 282001",,,4.9,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=heritage-house-agra-in04203
ocean-niwas-boutique-agra-in04204,Ocean Niwas Boutique Agra,Agra,agra,"587, MG Rd, Sadar Bazaar, Agra, Uttar Pradesh 282002",,,4.4,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=ocean-niwas-boutique-agra-in04204
the-maharajas-whispering-agra-in04205,The Maharaja's Whispering Agra,Agra,agra,"453, Fatehabad Rd, Fatehabad Road, Agra, Uttar Pradesh 282003",,,4.3,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-whispering-agra-in04205
crown-agra-heritage-in04206,Crown Agra Heritage,Agra,agra,"268, Taj Ganj, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.3,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=crown-agra-heritage-in04206
aria-heritage-inn-agra-in04207,Aria Heritage Inn Agra,Agra,agra,"42, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282005",,,4.3,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=aria-heritage-inn-agra-in04207
wooden-heritage-inn-agra-in04208,Wooden Heritage Inn Agra,Agra,agra,"528, Taj Ganj, Fatehabad Road, Agra, Uttar Pradesh 282010",,,4.6,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=wooden-heritage-inn-agra-in04208
agra-vintage-hotel-in04209,Agra Vintage Hotel,Agra,agra,"342, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.0,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=agra-vintage-hotel-in04209
highland-niwas-boutique-agra-in04210,Highland Niwas Boutique Agra,Agra,agra,"404, Civil Lines, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.0,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=highland-niwas-boutique-agra-in04210
the-pearl-mansion-agra-in04211,The Pearl Mansion Agra,Agra,agra,"309, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282003",,,4.7,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-pearl-mansion-agra-in04211
the-maharajas-maple-agra-in04212,The Maharaja's Maple Agra,Agra,agra,"433, Vibhav Nagar, near Taj Mahal, Agra, Uttar Pradesh 282001",,,4.6,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-maple-agra-in04212
royal-agra-suites-in04213,Royal Agra Suites,Agra,agra,"225, Taj Ganj, near Taj Mahal, Agra, Uttar Pradesh 282002",,,4.7,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=royal-agra-suites-in04213
hotel-agra-imperial-in04214,Hotel Agra Imperial,Agra,agra,"187, MG Rd, Sadar Bazaar, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-agra-imperial-in04214
aria-haveli-agra-in04215,Aria Haveli Agra,Agra,agra,"493, Taj Ganj, near Taj Mahal, Agra, Uttar Pradesh 282002",,,4.5,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=aria-haveli-agra-in04215
hotel-wooden-palace-agra-in04216,Hotel Wooden Palace Agra,Agra,agra,"332, Vibhav Nagar, Tajganj, Agra, Uttar Pradesh 282001",,,4.1,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-wooden-palace-agra-in04216
cosy-niwas-boutique-agra-in04217,Cosy Niwas Boutique Agra,Agra,agra,"508, Civil Lines, Tajganj, Agra, Uttar Pradesh 282003",,,4.5,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=cosy-niwas-boutique-agra-in04217
marigold-manor-agra-in04218,Marigold Manor Agra,Agra,agra,"453, Tajganj, Fatehabad Road, Agra, Uttar Pradesh 282001",,,4.3,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=marigold-manor-agra-in04218
hotel-highland-palace-agra-in04219,Hotel Highland Palace Agra,Agra,agra,"201, Sadar Bazaar, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.8,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-highland-palace-agra-in04219
the-maharajas-tranquil-agra-in04220,The Maharaja's Tranquil Agra,Agra,agra,"393, MG Rd, Sadar Bazaar, Agra, Uttar Pradesh 282001",,,4.8,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-tranquil-agra-in04220
the-maharajas-misty-agra-in04221,The Maharaja's Misty Agra,Agra,agra,"213, Sadar Bazaar, Sadar Bazaar, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-misty-agra-in04221
hotel-sunrise-palace-agra-in04222,Hotel Sunrise Palace Agra,Agra,agra,"386, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282003",,,4.1,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-sunrise-palace-agra-in04222
agra-heritage-stay-in04223,Agra Heritage Stay,Agra,agra,"577, Vibhav Nagar, Taj East Gate, Agra, Uttar Pradesh 282001",,,4.2,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=agra-heritage-stay-in04223
the-alpine-mansion-agra-in04224,The Alpine Mansion Agra,Agra,agra,"211, MG Rd, Fatehabad Road, Agra, Uttar Pradesh 282001",,,4.7,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-alpine-mansion-agra-in04224
whispering-manor-agra-in04225,Whispering Manor Agra,Agra,agra,"343, Fatehabad Rd, Taj East Gate, Agra, Uttar Pradesh 282001",,,4.8,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=whispering-manor-agra-in04225
regal-haveli-agra-in04226,Regal Haveli Agra,Agra,agra,"447, Taj Ganj, Sadar Bazaar, Agra, Uttar Pradesh 282003",,,4.5,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=regal-haveli-agra-in04226
hotel-serene-palace-agra-in04227,Hotel Serene Palace Agra,Agra,agra,"101, Civil Lines, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.1,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-serene-palace-agra-in04227
hotel-velvet-palace-agra-in04228,Hotel Velvet Palace Agra,Agra,agra,"417, Taj Ganj, Fatehabad Road, Agra, Uttar Pradesh 282001",,,4.1,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-velvet-palace-agra-in04228
hotel-agra-royal-in04229,Hotel Agra Royal,Agra,agra,"30, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282001",,,4.6,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-agra-royal-in04229
maple-haveli-agra-in04230,Maple Haveli Agra,Agra,agra,"53, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282001",,,4.7,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=maple-haveli-agra-in04230
pearl-heritage-inn-agra-in04231,Pearl Heritage Inn Agra,Agra,agra,"395, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282010",,,4.8,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=pearl-heritage-inn-agra-in04231
the-maharajas-ocean-agra-in04232,The Maharaja's Ocean Agra,Agra,agra,"326, Sadar Bazaar, Taj East Gate, Agra, Uttar Pradesh 282010",,,4.7,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-ocean-agra-in04232
ocean-manor-agra-in04233,Ocean Manor Agra,Agra,agra,"52, MG Rd, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.0,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=ocean-manor-agra-in04233
the-saffron-mansion-agra-in04234,The Saffron Mansion Agra,Agra,agra,"426, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282010",,,4.5,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-saffron-mansion-agra-in04234
hotel-marigold-palace-agra-in04235,Hotel Marigold Palace Agra,Agra,agra,"145, Fatehabad Rd, Sadar Bazaar, Agra, Uttar Pradesh 282003",,,4.3,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-marigold-palace-agra-in04235
silver-manor-agra-in04236,Silver Manor Agra,Agra,agra,"115, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282005",,,4.1,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=silver-manor-agra-in04236
the-maharajas-aurora-agra-in04237,The Maharaja's Aurora Agra,Agra,agra,"315, Vibhav Nagar, near Taj Mahal, Agra, Uttar Pradesh 282001",,,4.7,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-aurora-agra-in04237
indigo-manor-agra-in04238,Indigo Manor Agra,Agra,agra,"61, Civil Lines, Tajganj, Agra, Uttar Pradesh 282005",,,4.7,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=indigo-manor-agra-in04238
crown-niwas-boutique-agra-in04239,Crown Niwas Boutique Agra,Agra,agra,"242, Tajganj, Sadar Bazaar, Agra, Uttar Pradesh 282010",,,4.5,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=crown-niwas-boutique-agra-in04239
the-maharajas-sapphire-agra-in04240,The Maharaja's Sapphire Agra,Agra,agra,"577, MG Rd, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.5,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-sapphire-agra-in04240
silver-niwas-boutique-agra-in04241,Silver Niwas Boutique Agra,Agra,agra,"401, Vibhav Nagar, near Taj Mahal, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=silver-niwas-boutique-agra-in04241
alpine-haveli-agra-in04242,Alpine Haveli Agra,Agra,agra,"289, Vibhav Nagar, Tajganj, Agra, Uttar Pradesh 282005",,,4.6,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=alpine-haveli-agra-in04242
the-old-town-agra-in04243,The Old Town Agra,Agra,agra,"80, Civil Lines, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.0,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-old-town-agra-in04243
tranquil-manor-agra-in04244,Tranquil Manor Agra,Agra,agra,"99, Sadar Bazaar, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.1,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=tranquil-manor-agra-in04244
hotel-maple-palace-agra-in04245,Hotel Maple Palace Agra,Agra,agra,"224, Fatehabad Rd, Sadar Bazaar, Agra, Uttar Pradesh 282001",,,4.8,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-maple-palace-agra-in04245
cosy-manor-agra-in04246,Cosy Manor Agra,Agra,agra,"503, Vibhav Nagar, Fatehabad Road, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=cosy-manor-agra-in04246
saffron-niwas-boutique-agra-in04247,Saffron Niwas Boutique Agra,Agra,agra,"17, Vibhav Nagar, near Taj Mahal, Agra, Uttar Pradesh 282010",,,4.2,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=saffron-niwas-boutique-agra-in04247
hotel-aurora-palace-agra-in04248,Hotel Aurora Palace Agra,Agra,agra,"256, Civil Lines, Fatehabad Road, Agra, Uttar Pradesh 282005",,,4.9,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-aurora-palace-agra-in04248
hotel-aria-palace-agra-in04249,Hotel Aria Palace Agra,Agra,agra,"518, MG Rd, near Taj Mahal, Agra, Uttar Pradesh 282003",,,4.1,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-aria-palace-agra-in04249
highland-haveli-agra-in04250,Highland Haveli Agra,Agra,agra,"180, Taj Ganj, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.5,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=highland-haveli-agra-in04250
hotel-saffron-palace-agra-in04251,Hotel Saffron Palace Agra,Agra,agra,"330, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282001",,,4.7,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-saffron-palace-agra-in04251
the-maharajas-aspen-agra-in04252,The Maharaja's Aspen Agra,Agra,agra,"480, Vibhav Nagar, near Taj Mahal, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-aspen-agra-in04252
indigo-haveli-agra-in04253,Indigo Haveli Agra,Agra,agra,"414, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282003",,,4.0,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=indigo-haveli-agra-in04253
hotel-crown-palace-agra-in04254,Hotel Crown Palace Agra,Agra,agra,"230, Taj Ganj, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.2,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-crown-palace-agra-in04254
velvet-haveli-agra-in04255,Velvet Haveli Agra,Agra,agra,"236, Fatehabad Rd, near Taj Mahal, Agra, Uttar Pradesh 282001",,,4.1,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=velvet-haveli-agra-in04255
imperial-manor-agra-in04256,Imperial Manor Agra,Agra,agra,"53, Vibhav Nagar, Taj East Gate, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=imperial-manor-agra-in04256
hotel-cosy-palace-agra-in04257,Hotel Cosy Palace Agra,Agra,agra,"537, MG Rd, Sadar Bazaar, Agra, Uttar Pradesh 282003",,,4.3,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-cosy-palace-agra-in04257
the-heritage-mansion-agra-in04258,The Heritage Mansion Agra,Agra,agra,"221, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282002",,,4.9,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-heritage-mansion-agra-in04258
marigold-heritage-inn-agra-in04259,Marigold Heritage Inn Agra,Agra,agra,"226, Sadar Bazaar, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.1,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=marigold-heritage-inn-agra-in04259
maple-niwas-boutique-agra-in04260,Maple Niwas Boutique Agra,Agra,agra,"314, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282002",,,4.7,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=maple-niwas-boutique-agra-in04260
orchid-manor-agra-in04261,Orchid Manor Agra,Agra,agra,"560, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282003",,,4.1,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=orchid-manor-agra-in04261
hotel-alpine-palace-agra-in04262,Hotel Alpine Palace Agra,Agra,agra,"506, Taj Ganj, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-alpine-palace-agra-in04262
aurora-haveli-agra-in04263,Aurora Haveli Agra,Agra,agra,"444, Fatehabad Rd, Sadar Bazaar, Agra, Uttar Pradesh 282003",,,4.9,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=aurora-haveli-agra-in04263
the-whispering-mansion-agra-in04264,The Whispering Mansion Agra,Agra,agra,"554, Civil Lines, Fatehabad Road, Agra, Uttar Pradesh 282001",,,4.3,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-whispering-mansion-agra-in04264
the-maharajas-velvet-agra-in04265,The Maharaja's Velvet Agra,Agra,agra,"429, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282005",,,4.7,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-velvet-agra-in04265
regal-manor-agra-in04266,Regal Manor Agra,Agra,agra,"363, MG Rd, Tajganj, Agra, Uttar Pradesh 282001",,,4.2,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=regal-manor-agra-in04266
whispering-niwas-boutique-agra-in04267,Whispering Niwas Boutique Agra,Agra,agra,"210, Tajganj, Fatehabad Road, Agra, Uttar Pradesh 282003",,,4.0,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=whispering-niwas-boutique-agra-in04267
the-maharajas-wooden-agra-in04268,The Maharaja's Wooden Agra,Agra,agra,"345, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282002",,,4.9,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-wooden-agra-in04268
hotel-regal-palace-agra-in04269,Hotel Regal Palace Agra,Agra,agra,"599, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282005",,,4.7,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-regal-palace-agra-in04269
the-maharajas-emerald-agra-in04270,The Maharaja's Emerald Agra,Agra,agra,"155, Civil Lines, Tajganj, Agra, Uttar Pradesh 282001",,,4.2,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-emerald-agra-in04270
the-royal-mansion-agra-in04271,The Royal Mansion Agra,Agra,agra,"380, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-royal-mansion-agra-in04271
wooden-niwas-boutique-agra-in04272,Wooden Niwas Boutique Agra,Agra,agra,"475, Fatehabad Rd, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.2,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=wooden-niwas-boutique-agra-in04272
the-maharajas-azure-agra-in04273,The Maharaja's Azure Agra,Agra,agra,"88, Sadar Bazaar, Sadar Bazaar, Agra, Uttar Pradesh 282001",,,4.5,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-azure-agra-in04273
misty-heritage-inn-agra-in04274,Misty Heritage Inn Agra,Agra,agra,"315, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282010",,,4.5,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=misty-heritage-inn-agra-in04274
the-silver-mansion-agra-in04275,The Silver Mansion Agra,Agra,agra,"320, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282003",,,4.2,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-silver-mansion-agra-in04275
hotel-azure-palace-agra-in04276,Hotel Azure Palace Agra,Agra,agra,"306, Tajganj, near Taj Mahal, Agra, Uttar Pradesh 282005",,,4.3,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-azure-palace-agra-in04276
hotel-pearl-palace-agra-in04277,Hotel Pearl Palace Agra,Agra,agra,"310, Civil Lines, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.9,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-pearl-palace-agra-in04277
wooden-haveli-agra-in04278,Wooden Haveli Agra,Agra,agra,"154, MG Rd, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.5,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=wooden-haveli-agra-in04278
indigo-niwas-boutique-agra-in04279,Indigo Niwas Boutique Agra,Agra,agra,"511, Taj Ganj, Tajganj, Agra, Uttar Pradesh 282001",,,4.8,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=indigo-niwas-boutique-agra-in04279
emerald-manor-agra-in04280,Emerald Manor Agra,Agra,agra,"465, MG Rd, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.2,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=emerald-manor-agra-in04280
the-regal-mansion-agra-in04281,The Regal Mansion Agra,Agra,agra,"313, Civil Lines, near Taj Mahal, Agra, Uttar Pradesh 282002",,,4.1,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-regal-mansion-agra-in04281
the-sunrise-mansion-agra-in04282,The Sunrise Mansion Agra,Agra,agra,"64, Taj Ganj, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.5,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-sunrise-mansion-agra-in04282
the-sapphire-mansion-agra-in04283,The Sapphire Mansion Agra,Agra,agra,"587, MG Rd, Fatehabad Road, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-sapphire-mansion-agra-in04283
emerald-niwas-boutique-agra-in04284,Emerald Niwas Boutique Agra,Agra,agra,"72, Sadar Bazaar, Taj East Gate, Agra, Uttar Pradesh 282005",,,4.7,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=emerald-niwas-boutique-agra-in04284
marigold-haveli-agra-in04285,Marigold Haveli Agra,Agra,agra,"305, Sadar Bazaar, Tajganj, Agra, Uttar Pradesh 282002",,,4.9,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=marigold-haveli-agra-in04285
silver-heritage-inn-agra-in04286,Silver Heritage Inn Agra,Agra,agra,"17, Taj Ganj, Taj East Gate, Agra, Uttar Pradesh 282002",,,4.9,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=silver-heritage-inn-agra-in04286
the-velvet-mansion-agra-in04287,The Velvet Mansion Agra,Agra,agra,"302, Taj Ganj, Tajganj, Agra, Uttar Pradesh 282005",,,4.5,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-velvet-mansion-agra-in04287
the-azure-mansion-agra-in04288,The Azure Mansion Agra,Agra,agra,"167, Taj Ganj, Tajganj, Agra, Uttar Pradesh 282005",,,4.8,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-azure-mansion-agra-in04288
cosy-haveli-agra-in04289,Cosy Haveli Agra,Agra,agra,"9, Sadar Bazaar, near Taj Mahal, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=cosy-haveli-agra-in04289
sunrise-niwas-boutique-agra-in04290,Sunrise Niwas Boutique Agra,Agra,agra,"528, Tajganj, Taj East Gate, Agra, Uttar Pradesh 282010",,,4.7,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=sunrise-niwas-boutique-agra-in04290
vintage-heritage-inn-agra-in04291,Vintage Heritage Inn Agra,Agra,agra,"231, Fatehabad Rd, Tajganj, Agra, Uttar Pradesh 282005",,,4.8,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=vintage-heritage-inn-agra-in04291
the-whispering-mansion-agra-92-in04292,The Whispering Mansion Agra 92,Agra,agra,"276, Fatehabad Rd, Sadar Bazaar, Agra, Uttar Pradesh 282005",,,4.6,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-whispering-mansion-agra-92-in04292
the-maharajas-cosy-agra-in04293,The Maharaja's Cosy Agra,Agra,agra,"478, Tajganj, Fatehabad Road, Agra, Uttar Pradesh 282003",,,4.4,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-maharajas-cosy-agra-in04293
royal-haveli-agra-in04294,Royal Haveli Agra,Agra,agra,"599, Fatehabad Rd, Taj East Gate, Agra, Uttar Pradesh 282005",,,4.8,282005,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=royal-haveli-agra-in04294
imperial-haveli-agra-in04295,Imperial Haveli Agra,Agra,agra,"96, MG Rd, Fatehabad Road, Agra, Uttar Pradesh 282010",,,4.9,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=imperial-haveli-agra-in04295
pearl-niwas-boutique-agra-in04296,Pearl Niwas Boutique Agra,Agra,agra,"86, Fatehabad Rd, Fatehabad Road, Agra, Uttar Pradesh 282002",,,4.2,282002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=pearl-niwas-boutique-agra-in04296
hotel-tranquil-palace-agra-in04297,Hotel Tranquil Palace Agra,Agra,agra,"246, Vibhav Nagar, Tajganj, Agra, Uttar Pradesh 282010",,,4.3,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=hotel-tranquil-palace-agra-in04297
the-ocean-mansion-agra-in04298,The Ocean Mansion Agra,Agra,agra,"474, Fatehabad Rd, Fatehabad Road, Agra, Uttar Pradesh 282003",,,4.9,282003,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=the-ocean-mansion-agra-in04298
whispering-heritage-inn-agra-in04299,Whispering Heritage Inn Agra,Agra,agra,"529, MG Rd, Tajganj, Agra, Uttar Pradesh 282001",,,4.7,282001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=whispering-heritage-inn-agra-in04299
indigo-haveli-agra-100-in04300,Indigo Haveli Agra 100,Agra,agra,"64, Fatehabad Rd, Taj East Gate, Agra, Uttar Pradesh 282010",,,4.3,282010,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=indigo-haveli-agra-100-in04300
ocean-manor-udaipur-in04301,Ocean Manor Udaipur,Udaipur,udaipur,"317, Fateh Sagar, near City Palace, Udaipur, Rajasthan 313001",,,4.1,313001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=ocean-manor-udaipur-in04301
azure-heritage-inn-udaipur-in04302,Azure Heritage Inn Udaipur,Udaipur,udaipur,"152, Hiran Magri, Fateh Sagar, Udaipur, Rajasthan 313001",,,4.7,313001,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=azure-heritage-inn-udaipur-in04302
crown-udaipur-heritage-in04303,Crown Udaipur Heritage,Udaipur,udaipur,"265, City Palace Rd, near Lake Pichola, Udaipur, Rajasthan 313002",,,4.3,313002,,Hotel,yes,,,,,https://hotelzz.in/property.html?id=crown-udaipur-heritage-in04303
